Code,Name,NameLong,Lat,Long,Cbseg,WaterBody,Description,Datum,CityCounty,Tidal,Comments,Fips,Huc12,State,Huc6Name
CWT.35,35,,37.3898,-77.5759,,Third Branch-Swift Creek,Pedestrian bridge where Swift Creek joins Swift Creek Lake,NAD83,Chesterfield County,FALSE,,51041,020802070902,Virginia,James
ACB.35,35,James River Park,37.5246,-77.4686,,Little Westham Creek-James River,James River Park,NAD83,Richmond city,FALSE,Valerie Parrish and Julie Abse (RMN),51760,020802050607,Virginia,James
CWT.35.1,35.1,,37.3888,-77.5752,,Third Branch-Swift Creek,Boat dock at confluence of Swift Creek and Swift Creek Lake,NAD83,Chesterfield County,FALSE,,51041,020802070902,Virginia,James
CWT.4,4,,37.4098,-77.6165,,Third Branch-Swift Creek,Park near the driveway of the Bailey Bridge Pump Station near Bailey Bridge MS walk down driveway to the stream,NAD83,Chesterfield County,FALSE,,51041,020802070902,Virginia,James
CWT.41,41,,37.4865,-77.6403,,Falling Creek,West bank of creek north end of Queensgate Road culvert,NAD83,Chesterfield County,FALSE,,51041,020802060102,Virginia,James
CWT.42,42,,37.383768,-77.498854,,Proctors Creek-James River,At Government Center Parkway,NAD83,Chesterfield County,FALSE,,51041,020802060103,Virginia,James
CWT.45,45,,37.4796,-77.6884,,Swift Creek Reservoir-Swift Creek,At Otterdale Road east side of culvert,NAD83,Chesterfield County,FALSE,,51041,020802070901,Virginia,James
CWT.47,47,,37.457,-77.60006,,Falling Creek,Base of bridge crossing the creek east bank south of the bridge,NAD83,Chesterfield County,FALSE,,51041,020802060102,Virginia,James
CWT.53,53,,37.4188,-77.4826,,Proctors Creek-James River,North bank at the intersection of Beulah and Irongate Roads,NAD83,Chesterfield County,FALSE,,51041,020802060103,Virginia,James
ACB.53,53,Huguenot Bridge,37.5604,-77.5453,,Little Westham Creek-James River,Huguenot Bridge,NAD83,Richmond city,FALSE,Lois Love and John Rowley are the monitors,51760,020802050607,Virginia,James
CWT.56,56,,37.3187,-77.4869,,Franks Branch-Swift Creek,West bank of creek at the northern end of Glebe Point Road culvert,NAD83,Chesterfield County,FALSE,,51041,020802070904,Virginia,James
CWT.57,57,,37.4444,-77.6539,,Third Branch-Swift Creek,West bank of the creek north of the Overcreek Lane culvert,NAD83,Chesterfield County,FALSE,,51041,020802070902,Virginia,James
CWT.58,58,,37.4694,-77.5466,,Falling Creek,East bank of the creek next to the pool parking lot,NAD83,Chesterfield County,FALSE,,51041,020802060102,Virginia,James
CWT.6,6,,37.4073,-77.6441,,Third Branch-Swift Creek,Located behind 13621 Birdsong Lane,NAD83,Chesterfield County,FALSE,,51041,020802070902,Virginia,James
ACB.6,6,RIVER BLUFFS,38.3473,-77.5822,,Motts Run-Rappahannock River,RIVER BLUFFS,NAD83,Stafford County,FALSE,,51179,020801040101,Virginia,
CWT.60,60,,37.4877,-77.6637,,Swift Creek Reservoir-Swift Creek,South bank of creek 75 feet west of the Greenway Crossing Drive culvert,NAD83,Chesterfield County,FALSE,,51041,020802070901,Virginia,James
CWT.62,62,,37.3839,-77.4526,,Proctors Creek-James River,North end of culvert at the intersection of Chester Road and Hamlin Creek Parkway,NAD83,Chesterfield County,FALSE,,51041,020802060103,Virginia,James
CWT.65,65,,37.5191,-77.6849,,Bernards Creek-James River,At Creekbrook Drive bridge,NAD83,Chesterfield County,FALSE,,51041,020802050604,Virginia,James
CWT.68,68,,37.5231,-77.5832,,Little Westham Creek-James River,Test site is on the observation platform of the dam. ,NAD83,Chesterfield County,FALSE,,51041,020802050607,Virginia,James
CWT.69,69,,37.3734,-77.4246,,Proctors Creek-James River,Test site is on the south bank of the creek behind 2831 Defrod Court  ,NAD83,Chesterfield County,FALSE,,51041,020802060103,Virginia,James
CWT.7,7 James River at Henricus,,37.3749,-77.3605,,Curles Creek-James River,At the floating dock to the right of the historical area down the path,NAD83,Chesterfield County,TRUE,,51041,020802060106,Virginia,James
CWT.70,70,,37.411,-77.6966,,Swift Creek Reservoir-Swift Creek,Test site is on the north bank of the creek west of the Fox Club Parkway Culvert ,NAD83,Chesterfield County,FALSE,,51041,020802070901,Virginia,James
CWT.71,71,,37.4234,-77.7258,,Swift Creek Reservoir-Swift Creek,On the south bank of creek side at the east end of Otterdale Road culvert ,NAD83,Chesterfield County,FALSE,,51041,020802070901,Virginia,James
CWT.72,72,,37.4584,-77.6144,,Falling Creek,On the south bank of creek at the end of the trail approximately 550 feet north west of playground ,NAD83,Chesterfield County,FALSE,,51041,020802060102,Virginia,James
CWT.74,74,,37.4093,-77.6433,,Third Branch-Swift Creek,Test site is approximately 290 feet southwest of the end of Coby Way ,NAD83,Chesterfield County,FALSE,,51041,020802070902,Virginia,James
CWT.75,75,Little Tomahawk Creek at Agee Terrace,37.4849,-77.6669,,Swift Creek Reservoir-Swift Creek,,NAD83,Chesterfield County,FALSE,,51041,020802070901,Virginia,James
CWT.CWT76,76,Dry Creek at Hampton Park,37.3915,-77.6994,,Swift Creek Reservoir-Swift Creek,,NAD83,Chesterfield County,FALSE,Test site is on the north bank of the creek below Skip Rock Lake dam,51041,020802070901,Virginia,James
CWT.79,79,Tributary to Swift Creek at Brightwalton Road,37.4771,-77.7126,,Swift Creek Reservoir-Swift Creek,,NAD83,Chesterfield County,FALSE,,51041,020802070901,Virginia,James
CWT.8,8,,37.3631,-77.3091,,Curles Creek-James River,Sample taken off dock located at 2312 Mount Blanco Road,NAD83,Henrico County,TRUE,,51087,020802060106,Virginia,James
LACA.8-COL-40-LACA,8-COL-40-LACA,Lake Anna,37.984722,-77.766944,,Lake Anna,Coleman Creek upstream of 652 bridge,NAD83,Louisa County,FALSE,Privet/Hot side,51109,020801060603,Virginia,
LACA.8-CON-33-LACA,8-CON-33-LACA,,38.063611,-77.849722,,Lake Anna,Contrary Creek Arm of Lake Anna - upstream,NAD83,Louisa County,FALSE,,51109,020801060601,Virginia,
LACA.8-CON-5-LACA,8-CON-5-LACA,,38.063055,-77.831944,,Lake Anna,Rt. 652 bridge over Contrary Creek Arm of Lake Anna,NAD83,Louisa County,FALSE,,51109,020801060601,Virginia,
LACA.8-CRC-44-LACA,8-CRC-44-LACA,,38.088111,-77.901194,,Lake Anna,Christopher Run near Camp Ground,NAD83,Louisa County,FALSE,,51109,020801060404,Virginia,
LACA.8-DAV-39-LACA,8-DAV-39-LACA,,37.995833,-77.733056,,Lake Anna,David Creek,NAD83,Louisa County,FALSE,,51109,020801060603,Virginia,
LACA.8-ELK-32-LACA,8-ELK-32-LACA,,38.033611,-77.795833,,Lake Anna,Elk Creek east of Showman Island,NAD83,Louisa County,FALSE,,51109,020801060603,Virginia,
LACA.8-ELK-42-LACA,8-ELK-42-LACA,,38.025278,-77.806944,,Lake Anna,Elk Creek near Beaver Creek,NAD83,Louisa County,FALSE,Privet/Hot side,51109,020801060603,Virginia,
LACA.8-FWC-34-LACA,8-FWC-34-LACA,,38.053611,-77.841389,,Lake Anna,Freshwater Creek (upstream tributary of Contrary Creek),NAD83,Louisa County,FALSE,,51109,020801060601,Virginia,
LACA.8-GMC-13-LACA,8-GMC-13-LACA,,38.111944,-77.942222,,Lake Anna,Gold Mine Creek arm of Lake Anna,NAD83,Louisa County,FALSE,,51109,020801060403,Virginia,
LACA.8-MIT-45-LACA,8-MIT-45-LACA,Mitchel Creek,38.081942,-77.8227,,Pigeon Run-Lake Anna,Mitchel Creek at Lake Anna Resort,NAD83,Louisa County,FALSE,,51109,020801060602,Virginia,Lower Chesapeake
LACA.8-MLN-31-LACA,8-MLN-31-LACA,,38.021389,-77.775833,,Lake Anna,Millpond Creek at 652 bridge,NAD83,Louisa County,FALSE,,51109,020801060603,Virginia,
LACA.8-MLN-41-LACA,8-MLN-41-LACA,,38.009722,-77.788889,,Lake Anna,Millpond Creek new Gioia Cove,NAD83,Louisa County,FALSE,Privet/Hot side,51109,020801060603,Virginia,
LACA.8-NAP-29-LACA,8-NAP-29-LACA,,38.05056,-77.78389,,Lake Anna,At North Anna Power Station Outfall,NAD83,Louisa County,FALSE,Privet/Hot side,51109,020801060603,Virginia,
LACA.8-NAR-12-LACA,8-NAR-12-LACA,,38.111944,-77.886389,,Lake Anna,North Anna River arm of Lake Anna near Rt. #719,NAD83,Louisa County,FALSE,,51109,020801060404,Virginia,
LACA.8-NAR-1-LACA,8-NAR-1-LACA,,38.010583,-77.716111,,Lake Anna,Main lake - 100 yds from dam,NAD83,Louisa County,FALSE,,51109,020801060603,Virginia,
LACA.8-NAR-2-LACA,8-NAR-2-LACA,,38.031944,-77.7375,,Lake Anna,Main lake south of River Bend Island,NAD83,Louisa County,FALSE,,51109,020801060603,Virginia,
LACA.8-NAR-35-LACA,8-NAR-35-LACA,North Anna Upstream at Woodlawn Flats,38.118611,-77.954167,,Christopher Creek-North Anna River,North Anna Upstream at Woodlawn Flats,NAD83,Orange County,FALSE,,51137,020801060404,Virginia,Lower Chesapeake
LACA.8-NAR-3-LACA,8-NAR-3-LACA,,38.053611,-77.765555,,Lake Anna,Main lake near Smith's Point,NAD83,Spotsylvania County,FALSE,,51177,020801060603,Virginia,
LACA.8-NAR-43-LACA,8-NAR-43-LACA,,38.119444,-77.945556,,Lake Anna,North Anna  are upstream with confluence with Goldmine Creek,NAD83,Spotsylvania County,FALSE,,51177,020801060404,Virginia,
LACA.8-NAR-47-LACA,8-NAR-47-LACA,,38.102717,-77.861664,,Lake Anna,,NAD83,Louisa County,FALSE,,51109,020801060404,Virginia,
LACA.8-NAR-4-LACA,8-NAR-4-LACA,,38.069722,-77.7875,,Lake Anna,Main Lake north of power plant,NAD83,Louisa County,FALSE,,51109,020801060602,Virginia,
LACA.8-NAR-6-LACA,8-NAR-6-LACA,,38.086111,-77.815277,,Lake Anna,Main Lake North of Rt. 208 Bridge,NAD83,Louisa County,FALSE,"Monitored by DEQ also, 8-NAR047.69",51109,020801060602,Virginia,
LACA.8-PGN-7-LACA,8-PGN-7-LACA,,38.096111,-77.814444,,Lake Anna,Pigeon Run arm of Lake Anna across from State Park,NAD83,Spotsylvania County,FALSE,,51177,020801060602,Virginia,
LACA.8-PLT-36-LACA,8-PLT-36-LACA,,38.143611,-77.855555,,Lake Anna,Plentiful Creek upstream,NAD83,Spotsylvania County,FALSE,,51177,020801060503,Virginia,
LACA.8-PLT-9-LACA,8-PLT-9-LACA,,38.132222,-77.8575,,Lake Anna,Plentiful Creek arm of Lake Anna,NAD83,Spotsylvania County,FALSE,,51177,020801060503,Virginia,
LACA.8-PMC-11-LACA,8-PMC-11-LACA,,38.138889,-77.895,,Lake Anna,Pamunkey Creek arm of Lake Anna,NAD83,Spotsylvania County,FALSE,,51177,020801060501,Virginia,
LACA.8-PMC-38-LACA,8-PMC-38-LACA,,38.141667,-77.929722,,Lake Anna,Pamunkey Creek arm of Lake Anna,NAD83,Orange County,FALSE,,51137,020801060501,Virginia,
LACA.8-PMC-8-LACA,8-PMC-8-LACA,,38.109722,-77.838055,,Lake Anna,Pamunkey Creek arm of Lake Anna north of the splits,NAD83,Spotsylvania County,FALSE,,51177,020801060503,Virginia,
LACA.8-RCK-30-LACA,8-RCK-30-LACA,,37.994167,-77.754167,,Lake Anna,Rock Creek west of Robbies Island,NAD83,Louisa County,FALSE,,51109,020801060603,Virginia,
LACA.8-STU-46-LACA,8-STU-46-LACA,,38.087083,-77.783861,,Lake Anna,Sturgeon Creek just South of Sturgeon Creek Marina,NAD83,Spotsylvania County,FALSE,,51177,020801060602,Virginia,
LACA.8-TRY-10-LACA,8-TRY-10-LACA,,38.148333,-77.892778,,Lake Anna,Terry's Run arm of Lake Anna,NAD83,Spotsylvania County,FALSE,,51177,020801060502,Virginia,
LACA.8-TRY-37-LACA,8-TRY-37-LACA,,38.16278,-77.90694,,Lake Anna,Terry's Run upstream,NAD83,Orange County,FALSE,,51137,020801060502,Virginia,
JRA.A01,A01,,37.316523,-77.273569,,Bailey Creek-James River,Appomattox River at City Point,NAD83,Prince George County,TRUE,,51149,020802060201,Virginia,
JRA.A02,A02,,37.311187,-77.297991,,Ashton Creek-Appomattox River,Appomattox River at Hopewell Rt. 10,NAD83,Hopewell city,TRUE,Monitored by American Water,51670,020802071002,Virginia,
JRA.A03,A03,,37.233842,-77.412567,,Oldtown Creek-Appomattox River,Appomattox River at Harvell Dam,NAD83,Petersburg city,FALSE,,51730,020802071001,Virginia,
JRA.A08,A08,,37.307397,-78.388979,,Bad Luck Branch-Appomattox River,Appomattox River at Farmville Main St. Bridge,NAD83,Cumberland County,FALSE,,51049,020802070206,Virginia,
ACB.A1,A1,,38.47066,-77.385517,,Lower Aquia Creek,Aquia Creek @ Entrance to Harbor,NAD83,Stafford County,FALSE,Behind 2062 Aquia Dr. Contact Don Head (540-659-5380) 2 days prior,51179,020700110203,Virginia,Potomac
ACB.A2,A2,,38.457625,-77.382565,,Lower Aquia Creek,Aquia Creek @ Harbor Center,NAD83,Stafford County,FALSE,1415 Washington Drive test from Pier Harbor Marina,51179,020700110203,Virginia,Potomac
ACB.A3,A3,,38.445705,-77.379232,,Lower Aquia Creek,Aquia Creek @ Harbor exit,NAD83,Stafford County,FALSE,Behind 3805 Aquia Dr. Contact Dodi Bunker (540-659-2825) 2 days prior,51179,020700110203,Virginia,Potomac
ACB.A4,A4,Aquia Creek,38.464202,-77.3873577,,Rosier Creek-Potomac River,1111 Potomac Drive off the dock,NAD83,King George County,TRUE,New site for Green Aquia starting in 2019.,51099,020700110602,Virginia,Potomac
ACB.A5,A5,Aquia Creek,38.0279,-77.2329,,Jacks Creek-Maracossic Creek,Harbour Marina off the last T dock,NAD83,Caroline County,TRUE,New site for Green Aquia starting in 2019.,51033,020801050401,Virginia,Lower Chesapeake
HAWQS.AC1,AC1,Almond Creek 1,37.50667,-77.4016,,Almond Creek-James River,,NAD83,Henrico County,FALSE,Behind property of 1134 Bickerstaff Rd,51087,020802060101,Virginia,James
HAWQS.AC2.1,AC2,Almond Creek 2,37.506684,-77.4111,,Almond Creek-James River,"located along Almond Creek Pump Station, old bridge",NAD83,Henrico County,TRUE,,51087,020802060101,Virginia,James
ACB.AIMCRE0.5,AIMCRE0.5,,38.126737,-76.6548027,,Lower Machodoc Creek-Potomac River,Aimes Creek 0.5 from mouth of Machodoc Creek�,NAD83,Westmoreland County,TRUE,Bobbie Burton and Nancy Joel,51193,020700110803,Virginia,
ACB.ALBCRE0.5,ALBCRE0.5,Albro Creek,37.49701,-77.43906,,Almond Creek-James River,,NAD83,Richmond city,TRUE,"Albro Creek 0.5 miles to headwaters
Primary Monitor: Sonia Pham",51760,020802060101,Virginia,James
PVMN.APP,APP,Air Power Park,37.042988,-76.366555,,Southwest Branch Back River,Air Power Park,NAD83,Hampton city,TRUE,This site is on the left side of the dock on the Newmarket Creek,51650,020801080103,Virginia,Lower Chesapeake
ACB.ARF,ARF,Appomattox River at Farmville,37.30734,-78.389257,,Bad Luck Branch-Appomattox River,,NAD83,Cumberland County,FALSE,Located along the main street bridge in downtown Farmville. Sample from the middle of the bridge using a bucket.,51049,020802070206,Virginia,James
ACB.B1,B1,,38.4478,-77.39237,,Lower Aquia Creek,Austin Run @ Horse Trail,NAD83,Stafford County,FALSE,Directly off horse trails below northwest bend in stream,51179,020700110203,Virginia,Potomac
JMSAWCD.B1,B1,Bowens Run 1,38.57467,-77.771,,Marsh Run,Schoolhouse Rd (Rt. 661) bridge,NAD83,Fauquier County,FALSE,,51061,020801030601,Virginia,Lower Chesapeake
ACB.B2,B2,,38.44778,-77.38811,,Lower Aquia Creek,Austin Run behind horse corrals,NAD83,Stafford County,FALSE,,51179,020700110203,Virginia,Potomac
ACB.B3,B3,,38.44946,-77.38381,,Lower Aquia Creek,Austin Run near trail bridge,NAD83,Stafford County,FALSE,,51179,020700110203,Virginia,Potomac
ACB.B4,B4,Austin Run,38.45083,-77.383403,,Lower Aquia Creek,At Lions Park at the Tire Swing,NAD83,Stafford County,TRUE,New Green Aquia site starting in 2019.,51179,020700110203,Virginia,Potomac
TUPMP.BACKCR001,BACKCR001,Back Creek,37.980752,-78.953412,,Inch Branch-Back Creek,Back Creek,NAD83,Augusta County,FALSE,,51015,020700050703,Virginia,
TUPMP.BACKCR002,BACKCR002,Back Creek,37.966452,-78.955626,,Inch Branch-Back Creek,Back Creek,NAD83,Augusta County,FALSE,,51015,020700050703,Virginia,
TUPMP.BACKCR003,BACKCR003,Back Creek,37.929987,-78.979478,,Inch Branch-Back Creek,Back Creek,NAD83,Augusta County,FALSE,,51015,020700050703,Virginia,
TUPMP.BACKCR004,BACKCR004,Back Creek,37.9205,-78.9879,,Inch Branch-Back Creek,Back Creek,NAD83,Augusta County,FALSE,,51015,020700050703,Virginia,
TUPMP.BACKCR005,BACKCR005,Back Creek,37.944862,-78.964713,,Inch Branch-Back Creek,Back Creek,NAD83,Augusta County,FALSE,,51015,020700050703,Virginia,
JMSAWCD.BB1,BB1,Bolling Branch 1,38.91354,-77.89075,,Crooked Run-Goose Creek,Bolling Branch at Rt. 713 (Maidstone Road),NAD83,Fauquier County,FALSE,,51061,020700080502,Virginia,Potomac
HAWQS.BB1,BB1,Biddy Branch 1,37.422899,-77.395419,,Proctors Creek-James River,"located behind 1431 Chaffins Branch Henrico, VA 23231",NAD83,Henrico County,TRUE,,51087,020802060103,Virginia,James
PVMN.BBGF1,BBGF1,Bluebird Gap Farm Shoreline,37.0319,-76.38058,,Southwest Branch Back River,"Testing at shoreline project at Bluebird Gap Farm on Newmarket Creek, 60 Pine Chapel Rd, Hampton, VA. There is floating dock near the site that is proposed for water sports, ie. paddle boarding, paddle boats and kayaking",NAD83,Hampton city,TRUE,This site has low salinity <6PPT and is subject to a lot of run off with little chance for water to be flushed out.,51650,020801080103,Virginia,Lower Chesapeake
PVMN.BCP1,BCP1,Back Creek Park,37.20497,-76.43784,,Poquoson River-Lower Chesapeake Bay,Public access boat landing and fishing pier,NAD83,York County,TRUE,,51199,020801080101,Virginia,Lower Chesapeake
ACB.BLACRE0.6,BLACRE0.6,Bland Creek,37.4070413,-76.6481492,,Skimino Creek-York River,sampling from boat,NAD83,Gloucester County,TRUE,Jack and Carol Kauffman,51073,020801070104,Virginia,
JMSAWCD.BM1,BM1,Burnt Mill Run 1,38.94082,-77.74233,,Little River,Burnt Mill Run at Rt. 626 (Halfway Road),NAD83,Fauquier County,FALSE,,51061,020700080701,Virginia,Potomac
HAWQS.BP1,BP1,Bryan Park 1,37.597203,-77.473774,,Upham Brook,"located on bridge in Bryan Park by main, large parking lot and shelter area",NAD83,Richmond city,TRUE,,51760,020802060403,Virginia,James
PVMN.BR,BR,"Back River, Poquoson",37.1164,-76.3639,,Northwest Branch Back River,,NAD83,Poquoson city,TRUE,,51735,020801080102,Virginia,Lower Chesapeake
ACB.BR1,BR1,Brattons Run,37.9824,-79.55068,,Guys Run-Calfpasture River,"The sampling is from Brattons Run on Stonehouse Farm, owned by Carl Arosarena, at 2509 Brattons Run Road, Goshen, Va., in Rockbridge County.",NAD83,Rockbridge County,FALSE,"Brattons Run is a small stream perhaps 10-20 feet wide that runs northeast to the Calfpasture River near Goshen, Va. There is not much heavy farming and no manufacturing upstream. The headwaters are a few miles away. After leaving Stonehouse Farm, the water passes by a saw mill and creosote plant (which makes mostly crossties). It joins the Calfpasture for a few miles before the Calfpasture meets the Little Calfpasture to form the Maury River. The Maury eventually flows into the James. The health of the stream has been checked by benthic monitors since 2001. It has usually been in the acceptable range, that is, between 9 and 12 on a 12-point scale.",51163,020802020108,Virginia,James
JMSAWCD.Br1,Br1,Browns Run 1,38.52912,-77.75145,,Marsh Run,Browns Run at Morgansburg Rd (Rt. 653) bridge,NAD83,Fauquier County,FALSE,,51061,020801030601,Virginia,Lower Chesapeake
TUPMP.BRALBR001,BRALBR001,Braley Branch,38.278173,-79.297023,,Chair Draft-Calfpasture River,Braley Branch,NAD83,Augusta County,FALSE,,51015,020802020101,Virginia,
TUPMP.BRIEBR001,BRIEBR001,Briery Branch,38.440201,-79.136333,,Briery Branch,Briery Branch,NAD83,Rockingham County,FALSE,,51165,020700050403,Virginia,
TUPMP.BRIEBR002,BRIEBR002,Briery Branch,38.44627,-79.105538,,Briery Branch,Briery Branch,NAD83,Rockingham County,FALSE,,51165,020700050403,Virginia,
TUPMP.BROADR001,BROADR001,Broad Draft,38.27618,-79.31866,,Chair Draft-Calfpasture River,Broad Draft,NAD83,Augusta County,FALSE,,51015,020802020101,Virginia,
TUPMP.BROADR002,BROADR002,Broad Draft,38.28307,-79.32193,,Chair Draft-Calfpasture River,Broad Draft,NAD83,Augusta County,FALSE,,51015,020802020101,Virginia,
RCA.BSC01,BSC01,Biscuit Run,38.00368,-78.50852,,Moores Creek,Biscuit Run- West of Southern Parkway,NAD83,Albemarle County,FALSE,"""West of Southern Parkway, from corner of Fox Horn Lane near outlet of drainage pipe""",51003,020802040402,Virginia,
ACB.BUFCRE10,BUFCRE10,Buffalo Creek,37.7425,-79.5066,,Buffalo Creek,Buffalo Creek at interction with Mateer Rd/670,NAD83,Rockbridge County,FALSE,Monitors: David Bryer and Marsha Heatwole,51163,020802020505,Virginia,
ACB.BUFCRE12.5,BUFCRE12.5,Buffalo Creek,37.7568,-79.5431,,Colliers Creek,Buffalo Creek at Colliers Creek,NAD83,Rockbridge County,FALSE,Monitors: David Bryer and Marsha Heatwole,51163,020802020504,Virginia,
ACB.BURPON1,BURPON1,Burke Pond,37.4824901,-76.4582484,,North River,Will Kayak out to the middle of the waterway,NAD83,Gloucester County,TRUE,David and Kerry Harlan,51073,020801020404,Virginia,
ACB.BUSMILCRE,BUSMILCRE,,37.8750643,-76.441372,,Great Wicomico River,Bush Mill Creek at the dock at the end of Heron Court.�,NAD83,Northumberland County,TRUE,Alice Stieve and Art Gilbert,51133,020801020102,Virginia,
JRA.C01,C01,,37.264742,-76.874715,,Morris Creek-Chickahominy River,Chickahominy Riverfront Park,NAD83,James City County,TRUE,,51095,020802060605,Virginia,
JRA.C05,C05,,37.55197,-77.271146,,Powhite Creek-Chickahominy River,Chickahominy River at Grapevine Bridge,NAD83,Henrico County,TRUE,,51087,020802060501,Virginia,
TUPMP.CALFRI001,CALFRI001,Calfpasture River,37.949615,-79.460144,,Guys Run-Calfpasture River,Calfpasture River,NAD83,Rockbridge County,FALSE,,51163,020802020108,Virginia,
TUPMP.CALFRI002,CALFRI002,Calfpasture River,38.27945,-79.29465,,Chair Draft-Calfpasture River,Calfpasture River,NAD83,Augusta County,FALSE,,51015,020802020101,Virginia,
TUPMP.CALFRI003,CALFRI003,Calfpasture River,38.279417,-79.293817,,Chair Draft-Calfpasture River,Calfpasture River,NAD83,Augusta County,FALSE,,51015,020802020101,Virginia,
TUPMP.CALFRI004,CALFRI004,Calfpasture River,38.2305,-79.3447,,Holloway Draft-Calfpasture River,Calfpasture River,NAD83,Augusta County,FALSE,,51015,020802020103,Virginia,
TUPMP.CALFRI005,CALFRI005,Calfpasture River,38.2238,-79.3606,,Holloway Draft-Calfpasture River,Calfpasture River,NAD83,Augusta County,FALSE,,51015,020802020103,Virginia,
TUPMP.CALFRI006,CALFRI006,Calfpasture River,38.2103,-79.3684,,Holloway Draft-Calfpasture River,Calfpasture River,NAD83,Augusta County,FALSE,,51015,020802020103,Virginia,
