Date,Time,StationName,StationCode,Latitude,Longitude,GroupCode,SampleId,SampleDepth,Air temperature (AT.5),Air temperature (AT.5) Code,Air temperature (AT.5) Problem,Air temperature (AT.5) Qualifier,Air temperature (AT.5) Tier,Air temperature (AT.5) Units,Bacteria (E.Coli) (ECOLI.1),Bacteria (E.Coli) (ECOLI.1) Code,Bacteria (E.Coli) (ECOLI.1) Problem,Bacteria (E.Coli) (ECOLI.1) Qualifier,Bacteria (E.Coli) (ECOLI.1) Tier,Bacteria (E.Coli) (ECOLI.1) Units,Bacteria (E.Coli) (ECOLI.4),Bacteria (E.Coli) (ECOLI.4) Code,Bacteria (E.Coli) (ECOLI.4) Problem,Bacteria (E.Coli) (ECOLI.4) Qualifier,Bacteria (E.Coli) (ECOLI.4) Tier,Bacteria (E.Coli) (ECOLI.4) Units,Chlorophyll a (CHL.2),Chlorophyll a (CHL.2) Code,Chlorophyll a (CHL.2) Problem,Chlorophyll a (CHL.2) Qualifier,Chlorophyll a (CHL.2) Tier,Chlorophyll a (CHL.2) Units,Conductivity (CO.5),Conductivity (CO.5) Code,Conductivity (CO.5) Problem,Conductivity (CO.5) Qualifier,Conductivity (CO.5) Tier,Conductivity (CO.5) Units,Dissolved oxygen % Sat (DO.3),Dissolved oxygen % Sat (DO.3) Code,Dissolved oxygen % Sat (DO.3) Problem,Dissolved oxygen % Sat (DO.3) Qualifier,Dissolved oxygen % Sat (DO.3) Tier,Dissolved oxygen % Sat (DO.3) Units,Dissolved oxygen % Sat (DO.6),Dissolved oxygen % Sat (DO.6) Code,Dissolved oxygen % Sat (DO.6) Problem,Dissolved oxygen % Sat (DO.6) Qualifier,Dissolved oxygen % Sat (DO.6) Tier,Dissolved oxygen % Sat (DO.6) Units,Dissolved oxygen (DO.2),Dissolved oxygen (DO.2) Code,Dissolved oxygen (DO.2) Problem,Dissolved oxygen (DO.2) Qualifier,Dissolved oxygen (DO.2) Tier,Dissolved oxygen (DO.2) Units,Dissolved oxygen (DO.5),Dissolved oxygen (DO.5) Code,Dissolved oxygen (DO.5) Problem,Dissolved oxygen (DO.5) Qualifier,Dissolved oxygen (DO.5) Tier,Dissolved oxygen (DO.5) Units,Enterococcus (ENT.2),Enterococcus (ENT.2) Code,Enterococcus (ENT.2) Problem,Enterococcus (ENT.2) Qualifier,Enterococcus (ENT.2) Tier,Enterococcus (ENT.2) Units,pH (PH.7),pH (PH.7) Code,pH (PH.7) Problem,pH (PH.7) Qualifier,pH (PH.7) Tier,pH (PH.7) Units,Salinity (SA.1),Salinity (SA.1) Code,Salinity (SA.1) Problem,Salinity (SA.1) Qualifier,Salinity (SA.1) Tier,Salinity (SA.1) Units,Salinity (SA.6),Salinity (SA.6) Code,Salinity (SA.6) Problem,Salinity (SA.6) Qualifier,Salinity (SA.6) Tier,Salinity (SA.6) Units,Total Depth (TD.1),Total Depth (TD.1) Code,Total Depth (TD.1) Problem,Total Depth (TD.1) Qualifier,Total Depth (TD.1) Tier,Total Depth (TD.1) Units,Total Nitrogen (TN.1),Total Nitrogen (TN.1) Code,Total Nitrogen (TN.1) Problem,Total Nitrogen (TN.1) Qualifier,Total Nitrogen (TN.1) Tier,Total Nitrogen (TN.1) Units,Total Nitrogen (TN.2),Total Nitrogen (TN.2) Code,Total Nitrogen (TN.2) Problem,Total Nitrogen (TN.2) Qualifier,Total Nitrogen (TN.2) Tier,Total Nitrogen (TN.2) Units,Total Phosphorus (TP.1),Total Phosphorus (TP.1) Code,Total Phosphorus (TP.1) Problem,Total Phosphorus (TP.1) Qualifier,Total Phosphorus (TP.1) Tier,Total Phosphorus (TP.1) Units,Total Phosphorus (TP.3),Total Phosphorus (TP.3) Code,Total Phosphorus (TP.3) Problem,Total Phosphorus (TP.3) Qualifier,Total Phosphorus (TP.3) Tier,Total Phosphorus (TP.3) Units,Water Clarity (WC.1),Water Clarity (WC.1) Code,Water Clarity (WC.1) Problem,Water Clarity (WC.1) Qualifier,Water Clarity (WC.1) Tier,Water Clarity (WC.1) Units,Water Clarity (WC.2),Water Clarity (WC.2) Code,Water Clarity (WC.2) Problem,Water Clarity (WC.2) Qualifier,Water Clarity (WC.2) Tier,Water Clarity (WC.2) Units,Water temperature (WT.3),Water temperature (WT.3) Code,Water temperature (WT.3) Problem,Water temperature (WT.3) Qualifier,Water temperature (WT.3) Tier,Water temperature (WT.3) Units,Water temperature (WT.4),Water temperature (WT.4) Code,Water temperature (WT.4) Problem,Water temperature (WT.4) Qualifier,Water temperature (WT.4) Tier,Water temperature (WT.4) Units,Cloud Cover,Other Comments,Other Conditions,Rainfall Within 24 Hours,Rainfall Within 48 Hours,Rainfall,Sea State,Stream Flow,Tidal Stage,Water Color Description,Water Color,Water Odor Description,Water Odor,Water Surfaces,Weather Conditions Day Before Yesterday,Weather Conditions Today,Weather Conditions Yesterday,Wind Direction,Wind Speed,ModifiedDate,Comments
03/24/2019,14:25:00,DEHE1,NWA.DEHE1,38.7475,-75.5816,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,91.5,CO.5,,,2,uS/cm,117.5,DO.3,,,2,pct,,,,,,,12.5,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,TD.1,,,1,M,0.74,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,1.1,WC.1,,,1,M,,,,,,,13.4,WT.3,,,2,deg C,,,,,,,,DEHE1 only had 2 construction barrels in creek but trash on surrounding land,,,,,,,,,,,,Calm,,Sunny,,,,2020-01-24T14:47:42.927,
03/24/2019,15:20:00,BRCR1,NWA.BRCR1,38.5645,-75.6723,NWA,1,0.5,,,,,,,,,,,,,,,,,,,13.9,CHL.2,,,2,ug/L,,,,,,,,,,,,,119.2,DO.6,,,3,pct,,,,,,,11.5,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,1.3,TD.1,,,1,M,6.21,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.5,WC.2,,,3,M,,,,,,,11.1,WT.4,,,3,deg C,,"There are now 3 docks at Phillips. I took the samples/reading from the middle of dock, which is approx. in the same location as the old dock. There now is a large concrete pad in front of the new dock. The tide was extremely low - it started to come in during sampling. 5 boats when by during sampling.",,,,,,,Low,,,,,Ripple,,Sunny,,,,2020-01-15T11:15:17.867,
03/24/2019,15:34:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,NWA,1,0.5,,,,,,,,,,,,,,,,,,,3.25,CHL.2,,,2,ug/L,,,,,,,,,,,,,104.4,DO.6,,,3,pct,,,,,,,11.6,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,2.5,TD.1,,,1,M,5.27,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,1.4,WC.2,,,3,M,,,,,,,10.8,WT.4,,,3,deg C,,,,,,,,,,,,,,Ripple,,Partly cloudy,,,,2020-01-16T09:26:53.797,
03/24/2019,15:34:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,NWA,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,DO.6,,,3,pct,,,,,,,11.5,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,WT.4,,,3,deg C,,,,,,,,,,,,,,Ripple,,Partly cloudy,,,,2020-01-16T09:26:53.797,
03/24/2019,16:00:00,BRCR2,NWA.BRCR2,38.5674,-75.6211,NWA,1,0.2,,,,,,,,,,,,,,,,,,,6.55,CHL.2,,,2,ug/L,,,,,,,,,,,,,104.9,DO.6,,,3,pct,,,,,,,11.4,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.4,TD.1,,,1,M,6.05,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.4,WC.2,,,3,M,,,,,,,11.3,WT.4,,,3,deg C,,Tide very low - 3 people fishing off dock during sampling. Sampled in same spot  as previous. Tide coming in slowly,,,,,,,Low,,,,,Ripple,,Sunny,,,,2020-01-15T13:11:01.167,
03/24/2019,16:08:00,JABR2,NWA.JABR2,38.55495,-75.53978,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,93.8,CO.5,,,2,uS/cm,107.6,DO.3,,,2,pct,,,,,,,11.9,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,TD.1,,,1,M,4.33,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,1.5,WC.1,,,1,M,,,,,,,10.9,WT.3,,,2,deg C,,,,,,,,,,,,,,,,,,,,Calm,,Partly cloudy,,,,2020-01-27T11:45:02.097,
03/24/2019,16:08:00,JABR2,NWA.JABR2,38.55495,-75.53978,NWA,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,93.6,CO.5,,,2,uS/cm,107.5,DO.3,,,2,pct,,,,,,,11.9,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,WT.3,,,2,deg C,,,,,,,,,,,,,,,,,,,,Calm,,Partly cloudy,,,,2020-01-27T11:45:02.097,
03/24/2019,16:45:00,GRBR1,NWA.GRBR1,38.6871,-75.5481,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,67.4,CO.5,,,2,uS/cm,91,DO.3,,,2,pct,,,,,,,9.7,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,TD.1,,,1,M,2.63,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,1,WC.1,,,1,M,,,,,,,12.4,WT.3,,,2,deg C,,,,,,,,,,,,,,,,,,,,Ripple,,Partly cloudy,,,,2020-01-27T10:30:37.403,
03/25/2017,14:50:00,BRCR2,NWA.BRCR2,38.5674,-75.6211,NWA,1,0.5,,,,,,,,,,,,,,,,,,,5.15,CHL.2,,,2,ug/L,,,,,,,,,,,,,89.4,DO.6,,,3,pct,,,,,,,10.4,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,1.1,TD.1,,,1,M,5.04,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.7,WC.2,,,3,M,,,,,,,8.5,WT.4,,,3,deg C,,Outgoing tide very swift. Pain of osprey flying overhead,,,,,,,Outgoing (Ebb),,,,,Ripple,,Overcast,,,,2019-01-23T09:48:44.853,
03/25/2018,08:20:00,DECR2,NWA.DECR2,38.6659,-75.5146,NWA,1,0.3,,,,,,,,,,,,,10,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,1,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,Kingfish on power line. Good flow.,,,,,,,,,,,,Calm,,Overcast,,,,2019-01-11T18:48:36.743,
03/25/2018,08:20:00,DECR2,NWA.DECR2,38.6659,-75.5146,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,67.1,CO.5,,,2,uS/cm,87.1,DO.3,,,2,pct,,,,,,,10.6,DO.2,,,2,mg/L,,,,,,,10,ENT.2,,<,2,CFU,,,,,,,,,,,,,,,,,,,,,,,,,2.18,TN.1,,,2,mg/L,,,,,,,0.049,TP.1,,,2,mg/L,,,,,,,,,,,,,,,,,,,7.1,WT.3,,,2,deg C,,,,,,,,Kingfish on power line. Good flow.,,,,,,,,,,,,Calm,,Overcast,,,,2019-01-11T18:48:36.743,
03/25/2018,13:50:00,BRCR1,NWA.BRCR1,38.5645,-75.6723,NWA,1,0.5,,,,,,,,,,,,,,,,,,,7.51,CHL.2,,,2,ug/L,,,,,,,,,,,,,101.2,DO.6,,,3,pct,,,,,,,11.9,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,2.7,TD.1,,,1,M,5.21,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.7,WC.2,,,3,M,,,,,,,8.3,WT.4,,,3,deg C,,Tide outgoing very fast had difficulty with collecting the water sample. The tide was so swift could not get the Van Dorn to close. May have to add wight. Wind pciked up considerably during sampling. Boat was at the dock.,,,,,,,Outgoing (Ebb),,,,,Ripple,,Snow,,,,2019-01-22T15:15:42.737,
03/25/2018,13:50:00,BRCR1,NWA.BRCR1,38.5645,-75.6723,NWA,1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,DO.6,,,3,pct,,,,,,,12,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,WT.4,,,3,deg C,,Tide outgoing very fast had difficulty with collecting the water sample. The tide was so swift could not get the Van Dorn to close. May have to add wight. Wind pciked up considerably during sampling. Boat was at the dock.,,,,,,,Outgoing (Ebb),,,,,Ripple,,Snow,,,,2019-01-22T15:15:42.737,
03/25/2018,15:15:00,DEHE1,NWA.DEHE1,38.7475,-75.5816,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,864.8,CO.5,,,2,uS/cm,85.6,DO.3,,,2,pct,,,,,,,7.8,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,TD.1,,,1,M,5.16,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,1,WC.1,,,1,M,,,,,,,18,WT.3,,,2,deg C,,,,,,,,"Cold and windy. Saw a belted kingfisher,Weird number on conductivity",,,,,,,,,,,,Ripple,,Overcast,,,,2019-01-14T12:35:19.92,
03/25/2018,15:15:00,DEHE1,NWA.DEHE1,38.7475,-75.5816,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cold and windy. Saw a belted kingfisher,Weird number on conductivity",,,,,,,,,,,,Ripple,,Overcast,,,,2019-01-14T12:35:19.92,
03/25/2018,15:20:00,DEHE2,NWA.DEHE2,38.7283,-75.562,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,101.2,CO.5,,,2,uS/cm,114.8,DO.3,,,2,pct,,,,,,,12.9,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,TD.1,,,1,M,5.66,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,1.6,WC.1,,,1,M,,,,,,,10.1,WT.3,,,2,deg C,,,,,,,,Cold and windy,,,,,,,,,,,,Ripple,,Overcast,,,,2019-01-14T14:09:52.777,
03/25/2018,15:20:00,DEHE2,NWA.DEHE2,38.7283,-75.562,NWA,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,100.8,CO.5,,,2,uS/cm,115,DO.3,,,2,pct,,,,,,,12.9,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,WT.3,,,2,deg C,,,,,,,,Cold and windy,,,,,,,,,,,,Ripple,,Overcast,,,,2019-01-14T14:09:52.777,
03/25/2018,15:55:00,DENA4,NWA.DENA4,38.6013,-75.6563,NWA,1,0.5,,,,,,,,,,,,,,,,,,,7.86,CHL.2,,,2,ug/L,,,,,,,,,,,,,99.4,DO.6,,,3,pct,,,,,,,11.5,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.7,TD.1,,,1,M,4.98,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.6,WC.2,,,3,M,,,,,,,9,WT.4,,,3,deg C,,,,,,,,,Low,,,,,Ripple,,Overcast,,,,2019-01-16T13:28:11.887,
